label;new_label;riderId
Peter, Jannis;Peter Jannis;1006646263
Peters, Nans;Peters Nans;1003567779
Petilli, Simone;Petilli Simone;1003186026
Petit, Adrien;Petit Adrien;1001210324
Peyskens,ﾠDimitri;Peyskens Dimitri;1003953048
Philipsen, Jasper;Philipsen Jasper;1004232945
Piccoli, James;Piccoli James;1004954836
Piccolo, Andrea;Piccolo Andrea;1028308789
Pichon,ﾠLaurent;Pichon Laurent;1000945888
Pidcock, Thomas;Pidcock Thomas;1004293669
Pidcock, Tom;Pidcock Thomas;1007810589
Piganzoli, Davide;Piganzoli Davide;1028316543
Pinot, Thibaut;Pinot Thibaut;1000946331
Pithie, Laurence;Pithie Laurence;1008096761
Planckaert, Baptiste;Planckaert Baptiste;1000796976
Planckaert, Edward;Planckaert Edward;1003886409
Plapp, Lucas;Plapp Luke;1007846244
Plowright, Jensen;Plowright Jensen;1008096751
Pluimers, Rick;Pluimers Rick;1028242229
Poels, Wout;Poels Wout;1000946332
Pogacar, Tadej;Pogacar Tadej;1004232969
Polanc, Jan;Polanc Jan;1002075014
Poli, Umberto;Poli Umberto;1005436837
Politt, Nils;Politt Nils;1002306829
Ponomar, Andrii;Ponomar Andrii;1007583727
Poole, Max;Poole Max;1008210167
Porte, Richie;Porte Richie;1000774873
Porter, Rudy;Porter Rudy;1006116215
Pöstlberger, Lukas;Postlberger Lukas;1002312058
Powless, Neilson;Powless Neilson;1003561277
Pozzovivo, Domenico;Pozzovivo Domenico;1000046836
Prades,ﾠEduard;Prades Eduard;1002566080
Price-Pejtersen, Johan;Price-Pejtersen Johan;1005003241
Prodhomme, Nicolas;Prodhomme Nicolas;1004898186
Pronskiy, Vadim;Pronskiy Vadim;1004223480
Puccio, Salvatore;Puccio Salvatore;1001523803
Puppio, Antonio;Puppio Antonio;1005807596
Quarterman, Charlie;Quarterman Charlie;1005764336
Quick, Blake;Quick Blake;1006116218
Quinn, Sean;Quinn Sean;1006646264
Quintana, Dayer;Quintana Dayer;1002233422
Quintana, Nairo;Quintana Nairo;1001251019
Raccani, Simone;Raccani Simone;1028298138
Raim, Mihkel;Raim Mihkel;1002896166
Rajovic, Dusan;Rajovic Dusan;1004232971
Rangel Costa, Vinicius;Rangel Costa Vinicius;1028239538
Rastelli,ﾠLuca;Rastelli Luca;1028239532
Raugel, Antoine;Raugel Antoine;1007524542
Ravanelli, Simone;Ravanelli Simone;1005570080
Reichenbach, Sébastien;Reichenbach Sebastien;1002146779
Reinders, Elmar;Reinders Elmar;1003905342
Reis, Rafael;Reis Rafael;1002306843
Renard, Alexis;Renard Alexis;1006169767
Repa, Vojtech;Repa Vojtech;1007306630
Resell, Erik Nordsaeter;Resell Erik Nordsaeter;1007392067
Restrepo,ﾠJhonatan;Restrepo Jhonatan;1004441922
Retailleau, Valentin;Retailleau Valentin;1028298139
Reutimann, Mathias;Reutimann Mathias;1007584627
Rex, Laurenz;Rex Laurenz;1006673339
Reynders, Jens;Reynders Jens;1005555794
Riabushenko, Alexandr;Riabushenko Alexandr;1004656146
Riccitello, Matthew;Riccitello Matthew;1008086971
Richeze, Maximiliano;Richeze Maximiliano;1000035531
Rickaert, Jonas;Rickaert Jonas;1003905343
Ries, Michel;Ries Michel;1005011393
Riesebeek, Oscar;Riesebeek Oscar;1004611150
Riou, Alan;Riou Alan;1005436832
Rivera, Brandon Smith;Rivera Brandon Smith;1006078060
Rivera, Kevin;Rivera Kevin;1005011436
Rivi,ﾠSamuele;Rivi Samuele;1006644226
Robeet, Ludovic;Robeet Ludovic;1004613637
Rochas, Rémy;Rochas Remy;1006623560
Rodenberg, Frederik;Rodenberg Frederik;1007455792
Rodriguez, Carlos;Rodriguez Carlos;1006162518
Rodriguez, Cristian;Rodriguez Cristian;1003226712
Rodriguez, Oscar;Rodriguez Oscar;1004918383
Roglic, Primoz;Roglic Primoz;1003057559
Rojas, José Joaquín;Rojas Jose Joaquin;1000332737
Rolland, Pierre;Rolland Pierre;1000285622
Rombouts, Seppe;Rombouts Seppe;1007016241
Romeo, Ivan;Romeo Ivan;1028316552
Romo,ﾠJavier;Romo Javier;1007576389
Ronhaar, Pim;Ronhaar Pim;1006999260
Roosen, Timo;Roosen Timo;1002312084
Rosa, Diego;Rosa Diego;1001571200
Rossetto, Stephane;Rossetto Stephane;1002338204
Rosskopf, Joey;Rosskopf Joey;1002829150
Rota, Lorenzo;Rota Lorenzo;1003434991
Rouiller, Loris;Rouiller Loris;1005764346
Roux,ﾠAnthony;Roux Anthony;1000412044
Rowe, Luke;Rowe Luke;1001282088
Rubio, Einer Augusto;Rubio Einer Augusto;1006631390
Rubio Reyes, Einar Augusto;Rubio Einer Augusto;1005011390
Ruegg, Lukas;Ruegg Lukas;1007697644
Ruegg, Timon;Ruegg Timon;1005100515
Ruiz, Ibon;Ruiz Ibon;1006646222
Russo, Clément;Russo Clement;1004941452
Rutsch, Jonas;Rutsch Jonas;1005820094
Sagan, Juraj;Sagan Juraj;1001236237
Sagan, Peter;Sagan Peter;1000718532
Sagiv, Guy;Sagiv Guy;1004652144
Sajnok, Szymon;Sajnok Szymon;1004223474
Salby, Alexander;Salby Alexander;1028383512
Samitier, Sergio;Samitier Sergio;1004994071
Samitier, Sergio;Samitier Sergio;1004994507
Sánchez, Eugenio;Sanchez Eugenio;1028259766
Sánchez, Luis Leon;Sanchez Luis Leon;1000066402
Sanchez, Pelayo;Sanchez Pelayo;1007896755
Sarreau, Marc;Sarreau Marc;1002572336
Sbaragli, Kristian;Sbaragli Kristian;1002004984
Scaroni, Cristian;Scaroni Christian;1006122186
Schachmann, Maximilian;Schachmann Maximilian;1002306823
Schär, Michael;Schar Michael;1002460349
Schelling, Ide;Schelling Ide;1005011400
Schelling,ﾠIde;Schelling Ide;1004994057
Schelling, Ide;Schelling Ide;1004994518
Schlegel, Michal;Schlegel Michal;1004232968
Schmid, Mauro;Schmid Mauro;1007244321
Schonberger, Sebastian;Schonberger Sebastian;1004902155
Schultz, Nicholas;Schultz Nick;1002896167
Schwarzmann,ﾠMichael;Schwarzmann Michael;1003412458
Scotson, Callum;Scotson Callum;1003561275
Scotson,ﾠMiles;Scotson Miles;1002887858
Scott, Cameron;Scott Cameron;1006073692
Scully, Tom;Scully Tom;1001378766
Segaert, Alec;Segaert Alec;1028316541
Selig, Rudiger;Selig Rudiger;1002334037
Senechal, Florian;Senechal Florian;1002015685
Sepulveda,ﾠEduardo;Sepulveda Eduardo;1001983909
Serrano, Gonzalo;Serrano Gonzalo;1005678425
Serry, Pieter;Serry Pieter;1001238445
Sevilla,ﾠDiegoﾠPablo;Sevilla Diego Pablo;1028243173
Shaw, James;Shaw James;1003787866
Sheffield, Magnus;Sheffield Magnus;1007393205
Simmons, Colby;Simmons Colby;1028319153
Simmons, Quinn;Simmons Quinn;1006169766
Simon, Julien;Simon Julien;1000529000
Sinkeldam, Ramon;Sinkeldam Ramon;1001711342
Šiškevicius, Evaldas;Siskevicius Evaldas;1002228954
Sivakov, Pavel;Sivakov Pavel;1003562207
Skaarseth, Anders;Skaarseth Anders;1003567790
Jensen, Mattias Skjelmose;Skjelmose Jensen Mattias;1006916611
Jensen, Mattias Skjelmose;Skjelmose Mattias;1006916611
Skjelmose, Mattias;Skjelmose Mattias;1028376048
Skujins, Toms;Skujins Toms;1003191508
Smith, Dion;Smith Dion;1002306840
Sobrero, Matteo;Sobrero Matteo;1005011398
Soete, Daan;Soete Daan;1003497257
Soler, Marc;Soler Marc;1002574644
Sosa, Ivan Ramiro;Sosa Ivan Ramiro;1004635031
Soto,ﾠAntonioﾠJesus;Soto Antonio Jesus;1006121895
Soupe,ﾠGeoffrey;Soupe Geoffrey;1001250993
Stannard, Robert;Stannard Robert;1004232948
Steels, Stijn;Steels Stijn;1001514478
Steimle, Jannik;Steimle Jannik;1005832780
Steinhauser, Georg;Steinhauser Georg;1008210165
Stewart, Campbell;Stewart Campbell;1007841611
Stewart, Jake;Stewart Jake;1005570103
Stewart, Mark;Stewart Mark;1002196852
Stockwell, Oliver;Stockwell Oliver;1008031434
Stojnic, Veljko;Stojnic Veljko;1005003240
Stokbro Nielsen, Andreas;Stokbro Andreas;1005372440
Storer, Michael;Storer Michael;1003772406
Stork, Florian;Stork Florian;1005334927
Stosz, Patryk;Stosz Patryk;1006644149
Strong,ﾠCorbin;Strong Corbin;1008096764
Stuyven, Jasper;Stuyven Jasper;1001944984
Stybar, Zdenek;Stybar Zdenek;1000040769
Suárez Fernández, Kevin;Suarez Kevin;1006999255
Suter, Joel;Suter Joel;1006169765
Sutterlin, Jasha;Sutterlin Jasha;1002697566
Svestad-Bårdseng, Embret;Svestad-Bardseng Embret;1028319151
Svrcek, Martin;Svrcek Martin;1028358720
Sweeck, Laurens;Sweeck Laurens;1002392564
Sweeny,ﾠHarry;Sweeny Harry;1005819745
Swenson, Keegan;Swenson Keegan;1028318574
Swift, Ben;Swift Ben;1000568707
Swift, Connor;Swift Connor;1004200669
Swirbul, Keegan;Swirbul Keegan;1005494210
Syritsa, Gleb;Syritsa Gleb;1008096772
Taaramae, Rein;Taaramae Rein;1000529792
Tagliani,ﾠFilippo;Tagliani Filippo;1007449786
Taminiaux,ﾠLionel;Taminiaux Lionel;1005392203
Tanfield, Charlie;Tanfield Charlie;1004783146
Tarling, Joshua;Tarling Joshua;1028362586
Tejada, Harold;Tejada Harold;1005907446
Terpstra, Niki;Terpstra Niki;1000298546
Tesfatsion, Natnael;Tesfatsion Natnael;1005819724
Tesson, Jason;Tesson Jason;1007306614
Teugels, Lennert;Teugels Lennert;1004941455
Teunissen, Mike;Teunissen Mike;1002312052
Teuns, Dylan;Teuns Dylan;1002312097
Thalmann, Roland;Thalmann Roland;1005465996
Theuns, Edward;Theuns Edward;1002236179
Thijssen, Gerben;Thijssen Gerben;1005181720
Thomas, Benjamin;Thomas Benjamin;1004232946
Thomas, Geraint;Thomas Geraint;1000165858
Thomas, Théo;Thomas Theo;1007016239
Thompson, Reuben;Thompson Reuben;1008096766
Thwaites, Scott;Thwaites Scott;1003158291
Tiberi, Antonio;Tiberi Antonio;1005907441
Tietema,ﾠBas;Tietema Bas;1028242059
Tiller, Rasmus;Tiller Rasmus;1003562202
Tivani, German Nicolás;Tivani German Nicolas;1004941458
Tizza, Marco;Tizza Marco;1004656143
Tolhoek, Antwan;Tolhoek Antwan;1002859499
Tolio, Alex;Tolio Alex;1028243161
Toneatti, Davide;Toneatti Davide;1028364905
Tonelli, Alessandro;Tonelli Alessandro;1004946837
Torres, Albert;Torres Albert;1006644152
Toumire, Hugo;Toumire Hugo;1028248995
Toupalik, Adam;Toupalik Adam;1004135150
Toupalik, Jakub;Toupalik Jakub;1028319148
Touze, Damien;Touze Damien;1004232967
Townsend, Rory;Townsend Rory;1006646224
Traeen,ﾠTorstein;Traen Torstein;1006882704
Tratnik, Jan;Tratnik Jan;1003973150
Trentin, Matteo;Trentin Matteo;1001235699
Tronchon, Bastien;Tronchon Bastien;1028298140
Tulett, Ben;Tulett Ben;1006882973
Turgis, Anthony;Turgis Anthony;1002814032
Turnbull, Carter;Turnbull Carter;1006116219
Turner, Ben;Turner Ben;1028241761
Tusveld,ﾠMartijn;Tusveld Martijn;1004135760
Uijtdebroeks, Cian;Uijtdebroeks Cian;1007244324
Ulissi, Diego;Ulissi Diego;1000960815
Umba,ﾠSantiago;Umba Santiago;1028230456
Urán Urán, Rigoberto;Uran Rigoberto;1000472942
Urianstad, Martin;Urianstad Martin;1007503176
Vacek, Karel;Vacek Karel;1007451749
Vacek, Mathias;Vacek Mathias;1028241740
Vader, Milan;Vader Milan;1007810591
Valgren, Michael;Valgren Michael;1002219665
Valter, Attila;Valter Attila;1005807597
Valverde, Alejandro;Valverde Alejandro;1000006466
Van Aert, Wout;Van Aert Wout;1002386001
Van Asbroeck, Tom;Van Asbroeck Tom;1001228159
Van Avermaet, Greg;Van Avermaet Greg;1002228949
van Baarle, Dylan;Van Baarle Dylan;1002228950
Van De Putte, Victor;Van De Putte Victor;1007016245
vanﾠdenﾠBerg,ﾠJulius;Van Den Berg Julius;1004232884
Van Den Berg, Lars;Van Den Berg Lars;1007059251
van der Haar, Lars;Van Der Haar Lars;1001402009
van der Haar, Lars;Van Der Haar Lars;1002593219
van der Hoorn, Taco;Van Der Hoorn Taco;1003881117
van der Poel, David;Van der Poel David;1002347316
van der Poel, David;Van der Poel David;1004135143
van der Poel, Mathieu;Van Der Poel Mathieu;1002312070
Van der Sande, Tosh;Van Der Sande Tosh;1001276057
Van der Tuuk, Axel;Van Der Tuuk Axel;1028316551
Van Der Tuuk, Danny;Van Der Tuuk Danny;1007306615
Van Dijke, Mick;Van Dijke Mick;1008084167
Van Dijke, Tim;Van Dijke Tim;1006999262
Van Eetvelt, Lennert;Van Eetvelt Lennert;1008096752
van Emden, Jos;Van Emden Jos;1000835465
Van Empel, Etienne;Van Empel Etienne;1005569879
Van Gestel, Dries;Van Gestel Dries;1004611145
Van Gils, Maxim;Van Gils Maxim;1007059242
Van Hoecke, Gijs;Van Hoecke Gijs;1001330833
Van Hooydonck, Nathan;Van Hooydonck Nathan;1002887866
Van Keirsbulck, Guillaume;Van Keirsbulck Guillaume;1001027010
van Kessel, Corné;Van Kessel Corne;1001933705
Van Lerberghe, Bert;Van Lerberghe Bert;1003112419
Van Lierop, Danny;Van Lierop Danny;1008044796
Van Moer, Brent;Van Moer Brent;1005011452
van Poppel, Danny;Van Poppel Danny;1001228630
Van Poucke, Aaron;Van Poucke Aaron;1005372438
Van Rooy, Kenneth;Van Rooy Kenneth;1002312060
van Schip, Jan-Willem;Van Schip Jan-Willem;1003562198
van Staeyen, Michael;Van Staeyen Michael;1000836049
Van Tricht, Stan;Van Tricht Stan;1005820095
van Uden, Casper;Van Uden Casper;1008096757
Van Wilder, Ilan;Van Wilder Ilan;1005807590
Vanbilsen,ﾠKenneth;Vanbilsen Kenneth;1002338199
Vandebosch, Toon;Vandebosch Toon;1005073477
Vandenabeele, Henri;Vandenabeele Henri;1007244198
Vandeputte, Niels;Vandeputte Niels;1006673341
Vanderlinden, Lukas;Vanderlinden Lukas;1008044798
Vanhoof, Ward;Vanhoof Ward;1005565549
Vanhoucke, Harm;Vanhoucke Harm;1004879641
Vanmarcke, Sep;Vanmarcke Sep;1000319203
Vansevenant, Mauri;Vansevenant Mauri;1006646266
Vanthourenhout, Michael;Vanthourenhout Michael;1002392563
VanﾠDenﾠBerg,ﾠMarijn;Van Den Berg Marijn;1005819739
VanﾠDenﾠBossche,ﾠFabio;Van Den Bossche Fabio;1006707037
vanﾠPoppel,ﾠBoy;Van Poppel Boy;1001624084
Vauquelin, Kevin;Vauquelin Kevin;1008084162
Velasco, Simone;Velasco Simone;1004941436
Vendrame, Andrea;Vendrame Andrea;1004652086
Venturini, Clement;Venturini Clement;1003059137
Verburg, Luke;Verburg Luke;1028364907
Vergaerde,ﾠOtto;Vergaerde Otto;1003905345
Vermaerke, Kevin;Vermaerke Kevin;1005819756
Vermeersch, Florian;Vermeersch Florian;1006290362
Vermeersch, Gianni;Vermeersch Gianni;1004041657
Vermeersch, Gianni;Vermeersch Gianni;1002347310
Vermeltfoort, Coen;Vermeltfoort Coen;1003885855
Vermeulen, Emiel;Vermeulen Emiel;1004994086
Vermeulen, Emiel;Vermeulen Emiel;1004994523
Vermote, Julien;Vermote Julien;1001251020
Vernon, Ethan;Vernon Ethan;1004600779
Verona,ﾠCarlos;Verona Carlos;1001673678
Verre, Alessandro;Verre Alessandro;1028278163
Verschaeve, Viktor;Verschaeve Viktor;1005011399
Verstrynge, Emiel;Verstrynge Emiel;1006999267
Vervaeke, Louis;Vervaeke Louis;1002648926
Vervloesem, Xandres;Vervloesem Xandres;1006534119
Verwilst, Aaron;Verwilst Aaron;1005333088
Villella, Davide;Villella Davide;1002234870
Vine, Jay;Vine Jay;1007904433
Vingegaard, Jonas;Vingegaard Jonas;1005011433
Visconti, Giovanni;Visconti Giovanni;1000162107
Vitzthum, Simon;Vitzthum Simon;1028277978
Viviani, Attilio;Viviani Attilio;1005764335
Viviani, Elia;Viviani Elia;1000933106
Vlasov, Aleksandr;Vlasov Aleksandr;1005011447
Vliegen, Loic;Vliegen Loic;1002312071
Voisard, Yannis;Voisard Yannis;1028260446
Vuillermoz, Alexis;Vuillermoz Alexis;1001641574
Waerenskjold,ﾠSoren;Warenskjold Soren;1008084168
Wallays, Jelle;Wallays Jelle;1001028722
Walls, Matthew;Walls Matthew;1005570091
Walscheid, Maximilian;Walscheid Max;1003416996
Wandahl, Frederik;Wandahl Frederik;1007059266
Warbasse,ﾠLarry;Warbasse Larry;1002796883
Warlop, Jordi;Warlop Jordi;1004451818
Wærsted, Syver;Warsted Syver;1007455789
Watson, Samuel;Watson Samuel;1008096769
Weemaes,ﾠSasha;Weemaes Sasha;1004901357
Weiss, Fabian;Weiss Fabian;1028316547
Welch, Patrick;Welch Patrick;1028316549
Wellens, Tim;Wellens Tim;1001482142
Welsford,ﾠSam;Welsford Sam;1004444849
Welten,ﾠBram;Welten Bram;1003567800
Wenzel, Mats;Wenzel Mats;1008096808
Wilksch, Hannes;Wilksch Hannes;1028316548
Willems, Thimo;Willems Thimo;1001996175
Williams, Stephen;Williams Stephen;1005470726
Wirtgen, Luc;Wirtgen Luc;1006952731
Wirtgen,ﾠTom;Wirtgen Tom;1002887872
Wisniowski, Lukasz;Wisniowski Lukasz;1002604157
Wood, Harrison;Wood Harrison;1028362589
Woods, Michael;Woods Michael;1002869754
Wright, Fred;Wright Fred;1004946856
Wurf, Cameron;Wurf Cameron;1001711316
Würtz Schmidt, Mads;Wurtz Schmidt Mads;1004131191
Wyseure, Joran;Wyseure Joran;1006999259
Yates, Adam;Yates Adam;1002110767
Yates, Simon;Yates Simon;1002043022
Zabel, Rick;Zabel Rick;1001910972
Zakharov,ﾠArtyom;Zakharov Artyom;1003288147
Zambanini, Edoardo;Zambanini Edoardo;1008096755
Zana, Filippo;Zana Filippo;1006121900
Zanoncello,ﾠEnrico;Zanoncello Enrico;1028246667
Zardini, Edoardo;Zardini Edoardo;1001571201
Zeits, Andrey;Zeits Andrey;1003392736
Zijlaard, Maikel;Zijlaard Maikel;1004778712
Zimmermann, Georg;Zimmermann Georg;1005819726
Zingle,ﾠAxel;Zingle Axel;1028246668
Zoccarato, Samuele;Zoccarato Samuele;1007583840
Zukowsky, Nicolas;Zukowsky Nickolas;1004954839
Zwiehoff, Ben;Zwiehoff Ben;1007059264
